AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,Publica_1_Privada_0,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA (cod_curso),COD_IES,AMPLIACAOFORMACAO(NA),CPC FORMULA2013
CIÊNCIAS CONTÁBEIS,RS,1,2012,"2,49","2,74","2,43","2,66","0,76",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,CASCA,"3,59","2,80","3,00","4,01",16,22,22,20,"3,28","2,47"
CIÊNCIAS CONTÁBEIS,RS,1,2012,"2,45","2,38","2,38","3,27","0,74",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,PASSO FUNDO,"2,91","3,22","3,00","4,29",79,95,22,20,"3,65","2,43"
CIÊNCIAS CONTÁBEIS,RS,1,2012,"1,92","1,43","1,42","2,89","0,43",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,LAGOA VERMELHA,"3,68","3,47","2,00","4,29",16,20,22,20,"3,80","1,91"
CIÊNCIAS ECONÔMICAS,RS,1,2012,"2,81","2,09","3,01","3,87","2,00",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,PASSO FUNDO,"2,40","3,53","3,00","4,08",24,27,13,20,"3,75","2,80"
DIREITO,RS,1,2012,"3,33","3,02","3,74","3,68","0,79",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,CASCA,"3,68","5,00","4,00","5,00",24,33,2,20,"5,00","3,33"
DIREITO,RS,1,2012,"3,13","2,50","3,52","3,98","1,36",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,SOLEDADE,"3,98","3,65","4,00","4,32",15,19,2,20,"3,92","3,12"
DIREITO,RS,1,2012,"3,09","3,16","3,50","3,49","0,71",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,CARAZINHO,"3,96","3,58","4,00","3,96",44,53,2,20,"3,73","3,08"
DIREITO,RS,1,2012,"3,02","2,95","3,36","3,59","1,06",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,PASSO FUNDO,"3,42","3,10","4,00","4,45",147,198,2,20,"3,64","3,00"
DIREITO,RS,1,2012,"2,76","2,36","2,95","4,09","0,68",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,LAGOA VERMELHA,"3,94","3,52","3,00","3,90",38,45,2,20,"3,67","2,76"
DIREITO,RS,1,2012,"2,40","1,96","1,99","3,90","0,55",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,SARANDI,"3,66","3,90","3,00","5,00",33,44,2,20,"4,34","2,39"
FILOSOFIA (BACHARELADO),RS,1,2011,"3,13","2,89","2,01","5,00","2,31",UNIVERSIDADE DE PASSO FUNDO,UPF,0,PRIVADA,UNIVERSIDADES,PASSO FUNDO,"5,00","5,00","4,00","5,00",3,3,3201,20,"5,00","3,13"
FILOSOFIA (LICENCIATURA),RS,1,2011,"3,13","2,64","2,69","4,56","2,67",UNIVERSIDADE DE PASSO FUNDO,UPF,0,PRIVADA,UNIVERSIDADES,PASSO FUNDO,"3,92","3,92","4,00","4,33",9,12,3202,20,"4,08","3,12"
HISTÓRIA (LICENCIATURA),RS,1,2011,"4,02","3,80","4,41","4,57","2,59",UNIVERSIDADE DE PASSO FUNDO,UPF,0,PRIVADA,UNIVERSIDADES,PASSO FUNDO,"4,07","4,29","5,00","4,70",25,40,2402,20,"4,45","4,01"
JORNALISMO,RS,1,2012,"2,77","2,64","3,06","3,50","1,34",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,PASSO FUNDO,"3,60","2,95","3,00","2,86",41,50,803,20,"2,91","2,77"
PSICOLOGIA,RS,1,2012,"3,38","2,86","3,81","4,33","1,54",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,PASSO FUNDO,"4,17","3,79","4,00","4,31",54,75,18,20,"4,00","3,37"
PUBLICIDADE E PROPAGANDA,RS,1,2012,"3,01","3,42","3,62","3,48","1,25",UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,PASSO FUNDO,"2,50","2,67","4,00","3,03",68,86,804,20,"2,81","3,01"
ADMINISTRAÇÃO,PR,1,2012,"2,76","2,43","1,92","4,29","2,37",UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,CURITIBA,"3,66","3,82","3,00","4,81",98,154,1,1042,"4,22","2,74"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"3,13","2,80","2,78","4,21","2,14",UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,CURITIBA,"3,42","4,50","4,00","4,93",43,68,22,1042,"4,67","3,13"
CIÊNCIAS ECONÔMICAS,PR,1,2012,"3,87","3,79","4,38","4,64","1,92",UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,CURITIBA,"3,59","4,07","4,00","4,90",26,36,13,1042,"4,40","3,86"
DIREITO,PR,1,2012,"2,74","2,32","2,10","4,44","1,94",UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,CURITIBA,"3,27","4,14","3,00","4,75",165,290,2,1042,"4,38","2,73"
JORNALISMO,PR,1,2012,"3,40","2,94","3,27","4,75","2,46",UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,CURITIBA,"4,00","3,81","4,00","4,73",38,55,803,1042,"4,18","3,39"
PSICOLOGIA,PR,1,2012,"4,21","4,36","4,66","4,81","2,50",UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,CURITIBA,"4,14","4,04","5,00","4,75",63,97,18,1042,"4,32","4,20"
PUBLICIDADE E PROPAGANDA,PR,1,2012,"3,19","3,01","3,07","4,07","1,69",UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,CURITIBA,"3,78","4,12","4,00","4,75",60,101,804,1042,"4,37","3,18"
ADMINISTRAÇÃO,RN,0,2012,"2,28","1,78","2,33","2,63","1,07",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,MOSSORO,"2,80","2,85","3,00","4,29",97,134,1,718,"3,43","2,25"
ADMINISTRAÇÃO,RN,0,2012,"1,91","1,81","1,69","3,11","0,83",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,NATAL,"2,56","1,99","2,00","3,48",407,892,1,718,"2,59","1,89"
CIÊNCIAS CONTÁBEIS,RN,0,2012,"2,42","1,76","2,08","3,00","1,63",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,MOSSORO,"2,29","4,37","3,00","5,00",70,89,22,718,"4,62","2,41"
CIÊNCIAS CONTÁBEIS,RN,0,2012,"2,42","2,53","2,49","3,13","0,87",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,NATAL,"2,13","2,75","3,00","4,08",226,541,22,718,"3,28","2,40"
DIREITO,RN,0,2012,"2,28","1,63","2,03","2,80","1,88",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,NATAL,"3,62","1,99","3,00","4,37",221,446,2,718,"2,94","2,24"
DIREITO,RN,0,2012,"2,19","1,50","2,00","2,79","1,76",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,MOSSORO,"3,90","1,89","3,00","3,76",142,206,2,718,"2,64","2,16"
HISTÓRIA (LICENCIATURA),RN,0,2011,"3,16","2,97","3,38","3,55","2,00",UNIVERSIDADE POTIGUAR,UNP,0,PRIVADA,UNIVERSIDADES,NATAL,"3,75","2,50","4,00","4,71",39,64,2402,718,"3,38","3,13"
JORNALISMO,RN,0,2012,"2,79","2,66","3,09","3,30","1,78",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,NATAL,"2,73","2,50","3,00","3,55",15,35,803,718,"2,92","2,77"
PSICOLOGIA,RN,0,2012,"3,31","3,00","3,83","4,03","1,68",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,NATAL,"3,73","2,93","4,00","4,25",192,297,18,718,"3,46","3,29"
PUBLICIDADE E PROPAGANDA,RN,0,2012,"2,80","2,91","3,32","2,82","1,65",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,NATAL,"2,79","2,24","3,00","2,93",40,73,804,718,"2,51","2,79"
RELAÇÕES INTERNACIONAIS,RN,0,2012,"1,78","1,57","1,01","2,89","1,38",UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,NATAL,"2,93","1,94","2,00","4,34",56,93,81,718,"2,90","1,75"
ADMINISTRAÇÃO,SP,0,2012,"2,26","2,03","2,02","2,38","0,00",CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,UNORP,0,Privada,Centro Universitário,SAO JOSE DO RIO PRETO,"4,05","4,15","3,00","4,74",34,94,1,1129,"4,39","2,25"
DIREITO,SP,0,2012,"2,76","2,29","2,38","3,33","1,50",CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,UNORP,0,Privada,Centro Universitário,SAO JOSE DO RIO PRETO,"3,67","4,56","3,00","5,00",38,72,2,1129,"4,74","2,75"
ADMINISTRAÇÃO,PR,1,2012,"3,02","2,62","3,15","3,65","1,78",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,ARAPONGAS,"4,44","3,32","4,00","3,59",72,176,1,298,"3,43","3,01"
ADMINISTRAÇÃO,PR,1,2012,"2,92","1,95","3,02","3,86","1,91",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,BANDEIRANTES,"3,86","3,75","3,00","4,34",17,25,1,298,"3,99","2,91"
ADMINISTRAÇÃO,PR,1,2012,"2,45","1,83","1,79","3,82","1,96",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,LONDRINA,"4,17","3,19","3,00","4,32",6481,22453,1,298,"3,64","2,43"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"2,53","2,08","1,95","3,64","1,93",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,LONDRINA,"3,98","3,27","3,00","4,39",3629,12127,22,298,"3,72","2,52"
DIREITO,PR,1,2012,"3,26","3,09","3,54","3,75","1,53",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,ARAPONGAS,"3,75","3,54","4,00","4,61",109,183,2,298,"3,97","3,25"
DIREITO,PR,1,2012,"2,63","2,40","2,40","3,48","1,88",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,LONDRINA,"4,11","2,21","3,00","3,96",199,373,2,298,"2,91","2,61"
HISTÓRIA (LICENCIATURA),PR,1,2011,"3,00","2,45","2,82","4,17","1,43",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,PRIVADA,UNIVERSIDADES,LONDRINA,"4,52","4,04","4,00","4,73",636,2771,2402,298,"4,32","2,99"
JORNALISMO,PR,1,2012,"2,82","2,62","2,87","3,84","1,45",UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,LONDRINA,"4,44","2,69","3,00","3,32",38,65,803,298,"2,94","2,81"
ADMINISTRAÇÃO,SP,0,2012,"2,70","2,09","2,02","3,86","2,70",UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,Privada,Universidade,PRESIDENTE PRUDENTE,"4,56","2,54","3,00","4,56",158,305,1,271,"3,35","2,67"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"3,31","2,93","2,93","3,71","3,03",UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,Privada,Universidade,PRESIDENTE PRUDENTE,"4,43","3,59","4,00","4,88",55,113,22,271,"4,11","3,29"
DIREITO,SP,0,2012,"3,28","2,61","3,11","3,75","2,95",UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,Privada,Universidade,PRESIDENTE PRUDENTE,"4,20","3,86","4,00","4,53",107,208,2,271,"4,13","3,27"
HISTÓRIA (LICENCIATURA),SP,0,2011,"3,33","2,93","3,20","3,84","2,00",UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,PRIVADA,UNIVERSIDADES,PRESIDENTE PRUDENTE,"4,50","4,58","4,00","4,71",8,28,2402,271,"4,63","3,33"
JORNALISMO,SP,0,2012,"3,52","2,97","3,34","3,98","2,73",UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,Privada,Universidade,PRESIDENTE PRUDENTE,"4,53","4,53","4,00","4,88",53,74,803,271,"4,67","3,51"
PSICOLOGIA,SP,0,2012,"3,77","3,00","3,61","4,81","3,24",UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,Privada,Universidade,PRESIDENTE PRUDENTE,"4,57","4,62","4,00","5,00",80,132,18,271,"4,77","3,77"
PUBLICIDADE E PROPAGANDA,SP,0,2012,"3,31","2,68","2,98","4,07","3,05",UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,Privada,Universidade,PRESIDENTE PRUDENTE,"4,53","4,09","4,00","4,27",45,76,804,271,"4,16","3,31"
ADMINISTRAÇÃO,SC,1,2012,"2,90","3,04","3,04","2,95","0,64",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,SAO BENTO DO SUL,"3,64","3,68","3,00","4,84",34,96,1,81,"4,14","2,88"
ADMINISTRAÇÃO,SC,1,2012,"2,40","2,08","2,31","3,89","0,68",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,JOINVILLE,"4,31","1,82","3,00","4,27",86,204,1,81,"2,80","2,36"
CIÊNCIAS CONTÁBEIS,SC,1,2012,"2,66","2,54","2,19","3,67","1,09",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,SAO BENTO DO SUL,"4,67","3,22","3,00","4,73",30,50,22,81,"3,82","2,64"
CIÊNCIAS CONTÁBEIS,SC,1,2012,"2,27","2,41","2,36","2,83","0,00",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,JOINVILLE,"3,91","1,67","3,00","4,41",48,89,22,81,"2,76","2,23"
CIÊNCIAS ECONÔMICAS,SC,1,2012,"2,62","2,25","2,95","2,88","0,75",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,JOINVILLE,"3,50","3,11","3,00","4,26",15,31,13,81,"3,57","2,61"
DIREITO,SC,1,2012,"2,93","3,26","3,37","2,81","0,94",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,SAO BENTO DO SUL,"4,06","1,61","3,00","4,31",26,42,2,81,"2,69","2,89"
DIREITO,SC,1,2012,"2,36","2,11","2,28","2,91","0,68",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,JOINVILLE,"3,36","3,11","3,00","4,40",116,210,2,81,"3,63","2,34"
HISTÓRIA (LICENCIATURA),SC,1,2011,"3,22","3,49","3,06","4,36","1,94",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,PRIVADA,UNIVERSIDADES,JOINVILLE,"4,44","2,75","4,00","3,96",12,20,2402,81,"3,23","3,21"
PSICOLOGIA,SC,1,2012,"2,78","2,11","2,21","4,08","1,78",UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,JOINVILLE,"4,48","4,18","3,00","4,75",40,65,18,81,"4,41","2,77"
ADMINISTRAÇÃO,GO,0,2012,"2,77","2,15","2,82","4,22","1,97",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,GOIANIA,"1,72","4,06","3,00","4,07",53,156,1,663,"4,07","2,77"
ADMINISTRAÇÃO,MG,0,2012,"3,10","2,54","2,73","3,95","2,58",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,JUIZ DE FORA,"3,16","4,56","4,00","5,00",23,52,1,663,"4,74","3,09"
ADMINISTRAÇÃO,MG,0,2012,"2,54","1,92","2,17","3,70","1,30",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,BELO HORIZONTE,"2,41","4,91","3,00","5,00",41,89,1,663,"4,95","2,54"
ADMINISTRAÇÃO,PE,0,2012,"2,88","1,90","2,34","5,00","3,29",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,RECIFE,"2,06","4,18","3,00","4,59",37,81,1,663,"4,34","2,87"
ADMINISTRAÇÃO,RJ,0,2012,"2,57","1,54","2,11","4,02","2,05",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,NITEROI,"4,02","4,09","3,00","4,14",30,131,1,663,"4,11","2,57"
ADMINISTRAÇÃO,RJ,0,2012,"2,33","1,25","1,95","4,06","2,19",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,CAMPOS DO GOYTACAZES,"2,50","3,46","3,00","4,17",8,35,1,663,"3,74","2,32"
ADMINISTRAÇÃO,RJ,0,2012,"2,27","1,70","1,70","3,45","1,33",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,SAO GONCALO,"4,48","3,31","3,00","3,97",92,382,1,663,"3,57","2,26"
CIÊNCIAS CONTÁBEIS,RJ,0,2012,"1,76","0,86","0,86","3,25","2,85",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,SAO GONCALO,"3,25","2,37","2,00","2,58",3,26,22,663,"2,46","1,76"
DIREITO,GO,0,2012,"2,48","1,70","2,46","3,06","1,67",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,GOIANIA,"1,83","4,21","3,00","4,55",218,400,2,663,"4,35","2,47"
DIREITO,MG,0,2012,"2,73","2,12","2,26","3,86","2,39",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,JUIZ DE FORA,"2,95","3,92","3,00","4,64",57,132,2,663,"4,21","2,72"
DIREITO,MG,0,2012,"2,42","1,71","1,88","3,87","1,45",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,BELO HORIZONTE,"2,90","4,56","3,00","4,74",92,259,2,663,"4,63","2,42"
DIREITO,PE,0,2012,"2,41","1,47","1,95","3,98","2,90",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,RECIFE,"2,05","3,30","3,00","3,97",139,365,2,663,"3,57","2,40"
DIREITO,RJ,0,2012,"2,78","1,40","2,65","2,94","3,09",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,CAMPOS DO GOYTACAZES,"3,82","3,90","3,00","4,22",14,51,2,663,"4,03","2,78"
DIREITO,RJ,0,2012,"2,45","1,19","1,80","2,76","2,76",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,SAO GONCALO,"3,82","4,12","3,00","4,80",55,204,2,663,"4,39","2,44"
DIREITO,RJ,0,2012,"2,25","1,36","1,36","3,25","2,37",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,NITEROI,"4,56","2,97","3,00","4,46",22,124,2,663,"3,57","2,23"
HISTÓRIA (LICENCIATURA),RJ,0,2011,"3,50","3,02","3,39","4,46","2,56",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,PRIVADA,UNIVERSIDADES,SÃO GONÇALO,"4,77","4,10","4,00","4,36",27,110,2402,663,"4,20","3,50"
JORNALISMO,RJ,0,2012,"3,12","2,38","2,68","4,70","2,66",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,NITEROI,"4,29","4,29","4,00","4,11",6,7,803,663,"4,21","3,12"
PSICOLOGIA,RJ,0,2012,"3,13","1,98","2,88","4,77","2,66",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,NITEROI,"4,48","3,62","4,00","4,78",26,70,18,663,"4,08","3,11"
PUBLICIDADE E PROPAGANDA,RJ,0,2012,"2,64","1,84","1,96","4,52","3,13",UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,NITEROI,"4,38","2,93","3,00","3,12",8,34,804,663,"3,01","2,64"
ADMINISTRAÇÃO,RJ,0,2012,"1,49","1,50","1,00","3,50","0,93",CENTRO UNIVERSITÁRIO DA CIDADE,UNIVERCIDADE,0,Privada,Centro Universitário,RIO DE JANEIRO,"1,69","1,57","2,00","2,53",29,38,1,198,"1,96","1,47"
CIÊNCIAS CONTÁBEIS,RJ,0,2012,"1,77","1,86","1,36","3,59","0,97",CENTRO UNIVERSITÁRIO DA CIDADE,UNIVERCIDADE,0,Privada,Centro Universitário,RIO DE JANEIRO,"2,09","1,82","2,00","2,88",4,4,22,198,"2,25","1,76"
DIREITO,RJ,0,2012,"1,37","1,36","1,24","2,50","0,51",CENTRO UNIVERSITÁRIO DA CIDADE,UNIVERCIDADE,0,Privada,Centro Universitário,RIO DE JANEIRO,"1,88","1,25","2,00","2,26",6,17,2,198,"1,65","1,36"
RELAÇÕES INTERNACIONAIS,RJ,0,2012,"1,70","1,87","1,30","2,91","0,91",CENTRO UNIVERSITÁRIO DA CIDADE,UNIVERCIDADE,0,Privada,Centro Universitário,RIO DE JANEIRO,"1,21","2,00","2,00","3,73",13,16,81,198,"2,69","1,68"
ADMINISTRAÇÃO,SP,0,2012,"2,67","3,07","3,17","2,10","0,68",CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,UNIVEM,0,Privada,Centro Universitário,MARILIA,"2,26","2,88","3,00","3,95",40,67,1,3529,"3,31","2,65"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"3,01","3,71","3,53","2,50","0,63",CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,UNIVEM,0,Privada,Centro Universitário,MARILIA,"1,92","3,55","4,00","4,52",46,75,22,3529,"3,94","2,99"
DIREITO,SP,0,2012,"3,65","3,85","4,11","3,65","1,82",CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,UNIVEM,0,Privada,Centro Universitário,MARILIA,"3,11","4,16","4,00","4,73",165,249,2,3529,"4,39","3,65"
ADMINISTRAÇÃO,RS,1,2012,"3,42","3,34","3,71","4,37","1,29",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,Privada,Centro Universitário,LAJEADO,"3,10","4,44","4,00","4,86",94,193,1,1041,"4,61","3,41"
CIÊNCIAS CONTÁBEIS,RS,1,2012,"3,76","4,20","4,15","3,44","1,45",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,Privada,Centro Universitário,LAJEADO,"3,33","5,00","4,00","4,89",70,115,22,1041,"4,96","3,76"
DIREITO,RS,1,2012,"2,95","2,49","2,64","4,61","1,38",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,Privada,Centro Universitário,LAJEADO,"3,95","4,33","4,00","4,68",97,156,2,1041,"4,47","2,94"
HISTÓRIA (LICENCIATURA),RS,1,2011,"4,30","4,76","5,00","5,00","1,79",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,PRIVADA,CENTROS UNIVERSITÁRIOS,LAJEADO,"3,57","4,17","5,00","5,00",22,31,2402,1041,"4,50","4,29"
JORNALISMO,RS,1,2012,"3,62","3,25","3,40","3,86","3,55",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,Privada,Centro Universitário,LAJEADO,"4,09","3,93","4,00","4,78",26,32,803,1041,"4,27","3,61"
PSICOLOGIA,RS,1,2012,"4,14","4,02","4,60","5,00","2,11",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,Privada,Centro Universitário,LAJEADO,"3,86","5,00","5,00","5,00",31,42,18,1041,"5,00","4,14"
PUBLICIDADE E PROPAGANDA,RS,1,2012,"3,53","3,64","3,47","3,86","2,08",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,Privada,Centro Universitário,LAJEADO,"3,67","4,50","4,00","5,00",22,41,804,1041,"4,70","3,53"
RELAÇÕES INTERNACIONAIS,RS,1,2012,"3,45","3,26","3,44","5,00","1,25",CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,0,Privada,Centro Universitário,LAJEADO,"3,75","5,00","4,00","5,00",15,20,81,1041,"5,00","3,45"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,05","1,91","1,60","4,20","1,30",UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,0,Privada,Universidade,POUSO ALEGRE,"3,60","2,70","3,00","1,62",31,55,22,1586,"2,27","2,06"
HISTÓRIA (LICENCIATURA),MG,0,2011,"2,91","3,01","3,01","2,47","0,62",UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,0,PRIVADA,UNIVERSIDADES,POUSO ALEGRE,"3,75","4,57","3,00","4,70",15,36,2402,1586,"4,62","2,91"
PSICOLOGIA,MG,0,2012,"3,14","3,02","3,33","2,95","1,98",UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,0,Privada,Universidade,POUSO ALEGRE,"3,85","2,90","4,00","4,53",29,46,18,1586,"3,55","3,11"
PUBLICIDADE E PROPAGANDA,MG,0,2012,"2,49","2,32","2,28","4,05","1,04",UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,0,Privada,Universidade,POUSO ALEGRE,"4,17","2,90","3,00","3,11",35,45,804,1586,"2,99","2,48"
ADMINISTRAÇÃO,MT,0,2012,"2,48","2,69","3,68","0,83","0,00",FACULDADES UNIDAS DO VALE DO ARAGUAIA,UNIVAR,0,Privada,Faculdade,BARRA DO GARCAS,"0,63","2,69","3,00","4,58",34,48,1,5670,"3,45","2,45"
CIÊNCIAS CONTÁBEIS,MT,0,2012,"2,71","3,13","3,49","0,88","0,00",FACULDADES UNIDAS DO VALE DO ARAGUAIA,UNIVAR,0,Privada,Faculdade,BARRA DO GARCAS,"0,88","4,78","3,00","5,00",46,66,22,5670,"4,87","2,71"
HISTÓRIA (LICENCIATURA),MT,0,2011,"2,90","3,06","3,98","1,65","0,00",FACULDADES UNIDAS DO VALE DO ARAGUAIA,UNIVAR,0,PRIVADA,FACULDADES,BARRA DO GARÇAS,"0,26","5,00","3,00","5,00",9,20,2402,5670,"5,00","2,90"
ADMINISTRAÇÃO,SP,0,2012,"2,25","2,00","1,68","3,91","2,43",UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,0,Privada,Universidade,SAO JOSE DOS CAMPOS,"2,61","2,22","3,00","3,21",19,30,1,275,"2,62","2,23"
DIREITO,SP,0,2012,"3,00","3,15","3,75","2,83","1,25",UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,0,Privada,Universidade,SAO JOSE DOS CAMPOS,"2,00","3,51","4,00","3,22",56,128,2,275,"3,39","3,00"
HISTÓRIA (LICENCIATURA),SP,0,2011,"3,03","3,41","2,93","4,17","2,14",UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,0,PRIVADA,UNIVERSIDADES,SÃO JOSÉ DOS CAMPOS,"3,21","2,19","4,00","3,77",9,20,2402,275,"2,82","3,01"
JORNALISMO,SP,0,2012,"2,73","2,98","3,23","3,51","0,80",UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,0,Privada,Universidade,SAO JOSE DOS CAMPOS,"2,86","1,67","3,00","3,81",17,28,803,275,"2,52","2,70"
